device_id,device_type,firmware_version,connection_type,packet_count,avg_packet_size,bandwidth_usage_mb,failed_connection_attempts,unusual_port_access,protocol_type,login_attempts,encryption_used,anomaly_score,geo_location,traffic_spike_ratio,intrusion_label
D4505,Router,v2.0,WiFi,14565,430,4764.27,19,0,UDP,22,1,0.799,North America,1.07,0
D4506,Smart Plug,v2.1,Ethernet,10325,714,3827.66,13,0,TCP,19,1,0.36,North America,2.95,0
D4507,Sensor,v2.1,Ethernet,40572,883,4928.57,13,0,HTTP,7,1,0.592,Africa,4.19,0
D4508,Camera,v1.0,5G,16740,302,1828.7,12,0,MQTT,8,0,0.771,North America,4.63,0
D4509,Router,v1.1,WiFi,31635,497,3249.61,2,0,TCP,17,1,0.794,North America,0.29,0
D4510,Router,v2.1,Ethernet,39380,767,3061.83,18,0,HTTP,1,1,0.581,Africa,2.09,0
D4511,Sensor,v2.0,WiFi,3091,1214,3440.91,19,0,TCP,17,0,0.8,Europe,3.02,0
D4512,Router,v2.1,Ethernet,17901,1005,201.2,9,1,UDP,7,1,0.027,Europe,1.69,0
D4513,Sensor,v3.0,5G,24244,604,1465.68,11,0,TCP,1,1,0.943,North America,1.59,0
D4514,Smart Plug,v2.0,WiFi,8065,696,4547.59,1,0,UDP,21,1,0.871,Europe,3.86,0
D4515,Smart Plug,v2.0,WiFi,13830,261,2124.86,0,0,HTTP,15,1,0.052,Africa,3.91,0
D4516,Router,v2.1,5G,29653,545,4803.61,3,0,MQTT,4,1,0.419,South America,3.64,0
D4517,Router,v1.0,Ethernet,8401,1266,1075.38,7,0,TCP,9,1,0.919,Asia,4.49,0
D4518,Camera,v2.0,Ethernet,19036,932,4987.15,16,0,UDP,8,1,0.513,Africa,2.47,0
D4519,Router,v3.0,WiFi,42117,586,3490.93,13,0,HTTP,1,0,0.091,Europe,3.94,0
D4520,Camera,v1.0,5G,14255,714,3884.2,13,0,TCP,15,1,0.967,North America,0.06,0
D4521,Smart Plug,v1.0,WiFi,21217,1022,1990.34,18,0,TCP,15,1,0.358,Europe,4.94,0
D4522,Smart Plug,v1.0,WiFi,48948,500,4535.97,3,0,TCP,16,1,0.516,North America,4.6,0
D4523,Sensor,v2.0,Ethernet,2142,920,2731.86,19,0,UDP,1,1,0.632,Asia,4.21,0
D4524,Smart Plug,v1.0,Ethernet,18665,377,3407.88,15,0,MQTT,25,1,0.832,South America,2.94,0
D4525,Camera,v2.1,Ethernet,47702,82,483.09,18,1,HTTP,4,1,0.873,South America,2.72,0
D4526,Router,v1.0,Ethernet,37360,1247,3162.09,18,0,UDP,7,1,0.653,Africa,0.75,0
D4527,Sensor,v3.0,Ethernet,36426,881,4396.6,12,1,MQTT,23,1,0.948,Asia,0.27,0
D4528,Camera,v1.1,5G,42681,185,899.63,6,1,HTTP,1,1,0.219,Africa,1.28,0
D4529,Router,v3.0,WiFi,3758,135,3691.25,13,0,UDP,11,1,0.905,Asia,0.75,0
D4530,Sensor,v2.0,5G,16419,1142,136.75,9,1,UDP,12,1,0.19,Asia,2.8,0
D4531,Smart Plug,v1.0,WiFi,19178,523,4631.75,13,0,MQTT,15,1,0.894,South America,1.66,0
D4532,Camera,v1.0,Ethernet,36752,232,4914.76,19,0,HTTP,4,1,0.216,Asia,1.94,0
D4533,Router,v2.1,5G,37648,645,1777.36,10,0,MQTT,11,1,0.719,Asia,0.13,0
D4534,Sensor,v1.0,WiFi,19768,1236,544.3,10,0,MQTT,14,1,0.817,Europe,2.74,0
D4535,Sensor,v3.0,Ethernet,38820,692,3296.3,14,0,UDP,29,1,0.391,Asia,3.28,0
D4536,Smart Plug,v2.0,Ethernet,40385,89,158.87,7,0,MQTT,28,1,0.113,South America,1.67,0
D4537,Router,v1.1,5G,22646,1335,2417.61,16,0,TCP,1,0,0.363,South America,0.66,0
D4538,Smart Plug,v1.0,5G,37974,784,1366.18,5,1,TCP,11,1,0.062,South America,3.52,0
D4539,Smart Plug,v1.1,5G,37265,1314,2371.96,13,0,TCP,22,1,0.659,North America,0.64,0
D4540,Router,v1.0,Ethernet,28998,1097,101.19,8,0,TCP,9,1,0.697,Africa,4.08,0
D4541,Router,v2.0,WiFi,30007,1182,267.54,2,1,HTTP,7,1,0.268,Asia,2.73,0
D4542,Router,v3.0,WiFi,45511,184,89.72,11,0,MQTT,20,1,0.652,North America,1.19,0
D4543,Camera,v2.0,5G,29472,189,3099.47,3,1,MQTT,10,1,0.059,South America,4.49,0
D4544,Router,v1.1,WiFi,14922,612,2804.86,14,1,TCP,11,1,0.032,South America,0.71,0
D4545,Sensor,v1.0,Ethernet,19876,1156,1173.46,12,1,HTTP,16,1,0.408,South America,3.01,0
D4546,Smart Plug,v1.1,WiFi,32506,360,3236.75,17,0,MQTT,28,1,0.484,Asia,3.09,0
D4547,Camera,v3.0,Ethernet,10562,749,4422.19,13,0,TCP,6,0,0.019,North America,0.19,0
D4548,Router,v2.0,5G,36579,1036,1393.84,12,0,UDP,14,1,0.59,North America,3.05,0
D4549,Camera,v1.1,WiFi,34454,1132,4161.65,8,0,MQTT,18,1,0.833,Europe,3.47,0
D4550,Router,v1.1,Ethernet,42274,698,3315.92,4,0,UDP,28,1,0.411,Africa,4.55,0
D4551,Camera,v3.0,5G,40006,445,178.76,18,0,MQTT,1,1,0.747,South America,3.54,0
D4552,Smart Plug,v1.0,5G,7762,1114,1882.0,7,0,MQTT,29,1,0.151,Europe,2.42,0
D4553,Smart Plug,v1.1,5G,7504,768,2543.71,12,0,MQTT,5,1,0.53,Asia,4.27,0
D4554,Sensor,v3.0,5G,46201,560,3661.18,8,0,UDP,1,1,0.789,Europe,1.77,0
D4555,Sensor,v1.0,WiFi,42705,915,1442.78,16,0,HTTP,13,1,0.682,South America,4.28,0
D4556,Router,v1.0,Ethernet,9642,1223,4913.82,4,0,UDP,25,1,0.78,Europe,4.22,1
D4557,Smart Plug,v2.0,WiFi,16004,770,3425.85,8,0,TCP,7,1,0.721,South America,3.02,0
D4558,Camera,v3.0,Ethernet,27874,1136,1870.34,10,0,HTTP,15,1,0.121,Europe,1.72,0
D4559,Camera,v1.0,5G,8656,184,494.15,1,0,UDP,18,1,0.103,South America,2.96,0
D4560,Camera,v2.0,WiFi,46223,1304,915.03,12,0,UDP,17,1,0.976,North America,4.53,0
D4561,Sensor,v2.1,5G,12906,689,2443.16,0,0,TCP,23,1,0.482,Europe,3.18,0
D4562,Camera,v3.0,Ethernet,42686,589,2478.53,7,0,UDP,28,1,0.732,North America,4.2,0
D4563,Sensor,v2.1,5G,14964,1130,3840.92,14,0,HTTP,12,1,0.682,Africa,1.72,0
D4564,Sensor,v1.0,WiFi,30116,815,3633.62,1,0,UDP,5,1,0.044,Africa,1.46,0
D4565,Router,v3.0,WiFi,33849,159,1014.35,2,0,HTTP,28,1,0.497,Africa,1.28,0
D4566,Camera,v2.0,Ethernet,43096,90,2978.83,16,0,TCP,3,0,0.521,Europe,2.46,0
D4567,Camera,v1.0,Ethernet,36420,899,112.9,17,0,HTTP,20,0,0.809,Africa,2.16,0
D4568,Smart Plug,v3.0,WiFi,17405,1329,1998.75,16,0,UDP,9,1,0.962,North America,4.27,0
D4569,Router,v3.0,WiFi,12038,550,3822.89,13,1,TCP,14,1,0.289,North America,0.56,0
D4570,Smart Plug,v2.1,WiFi,16418,303,2003.55,10,0,HTTP,22,1,0.059,Africa,2.77,0
D4571,Router,v1.0,WiFi,20479,1391,4179.63,13,0,HTTP,11,1,0.475,Africa,2.02,0
D4572,Camera,v2.0,Ethernet,37920,130,4881.01,4,0,MQTT,27,1,0.03,Asia,4.69,0
D4573,Sensor,v2.0,WiFi,5506,1368,3039.99,5,0,MQTT,19,0,0.385,Asia,3.94,0
D4574,Sensor,v1.0,Ethernet,20761,1279,733.57,18,0,UDP,11,1,0.273,Europe,2.17,0
D4575,Sensor,v1.0,WiFi,17958,1206,1904.59,10,0,MQTT,29,1,0.243,Asia,3.2,0
D4576,Sensor,v1.1,WiFi,30916,1239,57.32,1,0,UDP,26,1,0.002,North America,3.73,0
D4577,Sensor,v2.1,5G,12950,1479,3017.6,9,0,TCP,6,1,0.251,North America,0.36,0
D4578,Smart Plug,v1.0,5G,12701,294,4109.63,12,0,HTTP,5,0,0.32,Europe,3.37,0
D4579,Router,v1.0,WiFi,39966,414,3153.4,1,0,TCP,4,1,0.911,Europe,0.7,0
D4580,Camera,v1.1,Ethernet,26744,824,3932.57,13,1,TCP,18,1,0.088,South America,0.94,0
D4581,Smart Plug,v1.1,WiFi,27528,1258,4001.52,16,0,MQTT,13,1,0.767,Asia,2.31,0
D4582,Router,v3.0,5G,39587,926,4256.55,8,0,HTTP,0,1,0.725,South America,4.9,0
D4583,Sensor,v2.0,WiFi,48724,1219,1340.65,7,0,TCP,23,1,0.326,Africa,4.76,0
D4584,Router,v2.1,5G,41462,420,4357.63,7,0,HTTP,10,1,0.907,North America,4.51,0
D4585,Router,v3.0,WiFi,33480,1129,3273.93,6,0,HTTP,29,1,0.655,Europe,0.17,0
D4586,Sensor,v1.0,WiFi,7386,1392,1455.73,15,0,TCP,22,1,0.097,Africa,4.26,0
D4587,Sensor,v1.1,Ethernet,10168,1093,4936.6,18,0,HTTP,21,1,0.204,South America,3.88,0
D4588,Sensor,v2.0,5G,9905,392,4751.41,16,0,UDP,3,1,0.401,Africa,2.49,0
D4589,Camera,v3.0,5G,3117,1257,2876.46,0,0,HTTP,20,1,0.967,Africa,1.63,0
D4590,Sensor,v2.0,5G,21272,974,4217.61,12,0,UDP,13,1,0.264,Europe,3.78,0
D4591,Camera,v1.1,Ethernet,10026,401,1314.86,15,0,UDP,20,1,0.428,Asia,0.54,0
D4592,Sensor,v3.0,WiFi,44608,1156,2086.02,5,0,UDP,17,1,0.561,Europe,3.25,0
D4593,Camera,v3.0,Ethernet,23586,945,928.02,14,1,TCP,5,1,0.356,Europe,3.36,0
D4594,Router,v2.0,WiFi,30497,602,2605.31,11,0,UDP,26,1,0.701,Asia,2.77,0
D4595,Smart Plug,v1.1,Ethernet,29611,800,2485.05,7,0,HTTP,4,1,0.661,Asia,4.39,0
D4596,Router,v1.0,Ethernet,43440,506,1071.94,0,0,MQTT,16,1,0.06,Europe,1.65,1
D4597,Router,v3.0,5G,49105,987,3367.28,10,0,MQTT,24,1,0.429,Asia,2.39,0
D4598,Sensor,v1.0,Ethernet,10102,983,597.77,14,0,MQTT,6,1,0.781,North America,3.79,0
D4599,Camera,v1.1,WiFi,48686,114,317.84,0,0,UDP,29,1,0.64,Africa,3.58,0
D4600,Smart Plug,v3.0,Ethernet,3301,212,1930.68,15,1,TCP,10,1,0.46,Africa,2.81,0
D4601,Sensor,v3.0,Ethernet,33620,1179,2055.03,6,0,UDP,13,1,0.73,South America,1.36,0
D4602,Sensor,v1.0,WiFi,27148,431,1605.51,0,0,MQTT,29,0,0.67,Europe,1.47,0
D4603,Sensor,v2.1,5G,30230,643,1297.15,1,0,HTTP,1,1,0.838,Africa,3.71,0
D4604,Router,v1.0,WiFi,40424,719,1700.49,7,0,UDP,21,0,0.051,Africa,0.03,0
D4605,Camera,v1.0,WiFi,1441,139,825.24,10,0,MQTT,29,1,0.535,Africa,3.26,0
D4606,Camera,v2.1,WiFi,14081,1173,2023.23,12,0,HTTP,16,1,0.66,Asia,1.24,0
D4607,Smart Plug,v1.1,Ethernet,8796,290,4523.97,4,0,TCP,1,1,0.675,Asia,3.36,0
D4608,Camera,v1.1,Ethernet,14625,1450,1129.89,17,1,HTTP,14,0,0.922,Africa,0.93,0
D4609,Camera,v3.0,WiFi,26645,1022,3425.41,18,0,TCP,6,1,0.412,North America,1.88,0
D4610,Sensor,v2.0,WiFi,28725,655,717.5,2,0,HTTP,2,1,0.795,Asia,3.77,0
D4611,Sensor,v2.0,5G,5665,87,1775.99,0,0,TCP,22,1,0.786,Africa,3.78,0
D4612,Router,v3.0,Ethernet,15047,91,1612.66,4,0,TCP,5,0,0.269,South America,1.05,0
D4613,Sensor,v2.0,Ethernet,30177,184,4685.78,18,0,TCP,20,1,0.268,Africa,1.88,0
D4614,Sensor,v1.0,Ethernet,40798,916,2145.63,8,0,UDP,25,1,0.943,Europe,2.51,0
D4615,Sensor,v1.0,Ethernet,6617,687,3455.43,6,0,HTTP,29,1,0.324,Africa,2.94,0
D4616,Sensor,v2.1,WiFi,14387,953,3016.29,11,0,TCP,8,0,0.414,Europe,3.71,0
D4617,Router,v2.1,WiFi,11929,1432,713.74,13,0,HTTP,9,0,0.604,South America,0.12,0
D4618,Sensor,v3.0,5G,2522,94,4698.31,15,0,UDP,20,1,0.317,South America,0.58,0
D4619,Smart Plug,v3.0,Ethernet,29160,1314,1735.89,12,0,MQTT,29,1,0.662,North America,0.79,0
D4620,Smart Plug,v3.0,Ethernet,46828,933,233.34,17,0,MQTT,20,1,0.289,Africa,0.95,0
D4621,Smart Plug,v1.0,WiFi,41733,1337,1509.21,9,0,TCP,7,1,0.527,Asia,0.15,0
D4622,Smart Plug,v2.0,5G,6085,113,1684.81,5,0,UDP,6,1,0.56,North America,4.6,0
D4623,Sensor,v3.0,WiFi,39815,789,472.8,2,1,HTTP,0,1,0.801,North America,0.81,1
D4624,Smart Plug,v3.0,Ethernet,13890,452,3103.69,3,0,TCP,9,1,0.86,Europe,0.37,0
D4625,Sensor,v1.0,Ethernet,47607,1007,1740.35,0,0,MQTT,17,1,0.682,North America,2.36,1
D4626,Router,v1.0,5G,25268,1375,3149.38,10,0,UDP,15,1,0.27,North America,4.71,1
D4627,Smart Plug,v1.0,WiFi,24119,1078,43.64,16,0,MQTT,3,0,0.464,North America,4.82,0
D4628,Camera,v2.0,Ethernet,43839,538,4910.42,4,0,UDP,8,1,0.563,Europe,3.38,1
D4629,Smart Plug,v3.0,Ethernet,3768,819,860.88,11,0,MQTT,22,1,0.298,South America,0.89,0
D4630,Smart Plug,v1.1,5G,10844,666,3300.06,19,0,TCP,17,1,0.94,North America,0.02,0
D4631,Sensor,v1.1,Ethernet,28854,989,3581.76,6,1,TCP,10,1,0.109,South America,1.68,0
D4632,Smart Plug,v3.0,Ethernet,19622,1093,866.33,3,0,TCP,11,1,0.833,South America,0.63,0
D4633,Camera,v3.0,WiFi,4609,856,567.44,15,0,MQTT,7,1,0.426,Europe,3.78,1
D4634,Sensor,v3.0,5G,2600,475,771.36,14,1,HTTP,0,1,0.946,South America,4.85,0
D4635,Sensor,v3.0,5G,10004,725,1241.62,13,0,MQTT,7,1,0.533,Europe,0.42,0
D4636,Router,v2.0,5G,27021,1411,849.48,1,0,MQTT,4,1,0.73,North America,1.98,0
D4637,Router,v1.1,WiFi,16783,1486,3373.26,9,0,HTTP,0,1,0.734,Asia,4.51,0
D4638,Smart Plug,v2.1,5G,12516,1369,2109.96,19,0,TCP,2,1,0.698,Europe,3.64,0
D4639,Router,v1.1,Ethernet,14933,254,2693.58,1,0,MQTT,26,0,0.049,Asia,4.35,0
D4640,Router,v1.1,5G,18390,849,246.21,4,0,MQTT,12,1,0.622,North America,4.61,0
D4641,Router,v1.0,Ethernet,35353,648,4307.63,12,0,TCP,28,0,0.895,Asia,2.06,0
D4642,Sensor,v3.0,5G,14103,1022,861.15,9,1,MQTT,28,1,0.844,Africa,3.47,0
D4643,Sensor,v3.0,5G,40327,563,1807.16,12,0,HTTP,15,1,0.915,Africa,3.55,0
D4644,Sensor,v3.0,WiFi,6220,643,368.79,13,0,UDP,22,1,0.444,North America,3.15,0
D4645,Router,v1.0,5G,41353,879,692.6,17,0,MQTT,11,1,0.455,South America,1.63,0
D4646,Sensor,v2.0,5G,14351,1150,3332.34,19,0,HTTP,6,1,0.808,South America,4.16,0
D4647,Router,v2.0,WiFi,22586,1394,3466.01,7,0,TCP,7,0,0.303,Europe,3.84,0
D4648,Sensor,v2.1,Ethernet,28434,843,3388.06,4,0,UDP,10,1,0.765,Africa,2.23,0
D4649,Sensor,v2.0,5G,6272,1006,2765.16,19,0,TCP,12,1,0.504,Europe,2.1,0
D4650,Camera,v2.0,5G,22806,1213,4763.08,11,1,TCP,10,0,0.264,North America,0.05,1
D4651,Smart Plug,v3.0,Ethernet,18572,328,2540.81,15,0,TCP,3,1,0.644,Asia,4.22,1
D4652,Router,v1.1,WiFi,21795,70,2252.57,19,0,UDP,5,1,0.296,Africa,1.42,0
D4653,Camera,v2.0,5G,39355,1293,1245.25,18,1,HTTP,27,1,0.672,South America,2.35,0
D4654,Sensor,v2.0,WiFi,42832,1266,503.26,6,0,HTTP,22,0,0.569,Europe,2.06,0
D4655,Router,v1.0,Ethernet,11155,758,2745.29,3,0,HTTP,23,0,0.722,Asia,3.39,1
D4656,Sensor,v2.1,Ethernet,32816,1055,1581.3,18,1,HTTP,29,0,0.599,South America,1.95,0
D4657,Smart Plug,v1.0,WiFi,6980,981,2624.89,9,0,UDP,18,1,0.758,South America,0.9,0
D4658,Camera,v3.0,Ethernet,29049,1315,1038.53,7,0,TCP,20,1,0.996,North America,4.34,0
D4659,Smart Plug,v1.1,Ethernet,19910,811,4192.48,15,0,MQTT,7,1,0.468,South America,0.92,1
D4660,Camera,v2.1,5G,628,209,4998.49,3,0,UDP,5,1,0.598,South America,0.14,0
D4661,Sensor,v1.0,WiFi,43193,1383,1618.79,9,0,TCP,16,1,0.102,South America,0.98,0
D4662,Smart Plug,v2.0,5G,18408,304,4213.21,18,0,MQTT,17,1,0.95,Asia,2.28,1
D4663,Smart Plug,v2.0,WiFi,22944,920,4366.2,15,0,TCP,2,1,0.596,Asia,2.12,0
D4664,Sensor,v2.1,5G,22460,350,4980.41,11,0,HTTP,29,0,0.103,South America,3.98,0
D4665,Smart Plug,v2.0,Ethernet,22505,1015,1720.17,19,1,UDP,11,1,0.4,North America,0.97,1
D4666,Router,v1.0,WiFi,17346,89,3782.65,1,0,UDP,14,1,0.081,South America,3.88,0
D4667,Camera,v1.0,WiFi,27892,515,1151.76,10,0,MQTT,6,0,0.497,Africa,0.48,0
D4668,Camera,v2.0,WiFi,43422,169,3127.73,19,1,UDP,12,1,0.277,Africa,2.37,0
D4669,Camera,v2.0,WiFi,20804,303,3527.16,12,0,TCP,29,1,0.34,Europe,4.33,0
D4670,Router,v3.0,Ethernet,48281,395,3708.19,2,0,TCP,9,1,0.069,Africa,2.06,0
D4671,Camera,v1.1,Ethernet,30689,975,1043.79,16,0,MQTT,18,1,0.762,Europe,4.82,0
D4672,Sensor,v2.1,Ethernet,22536,1129,4245.14,9,1,MQTT,8,1,0.841,Europe,3.16,0
D4673,Smart Plug,v1.0,5G,46995,708,2110.65,7,0,MQTT,24,1,0.14,Europe,3.78,0
D4674,Router,v2.1,Ethernet,24743,98,1089.68,5,1,MQTT,27,1,0.751,Europe,2.55,0
D4675,Camera,v3.0,5G,18126,939,2717.23,13,0,HTTP,11,1,0.129,South America,2.15,0
D4676,Sensor,v1.0,5G,15793,1434,4318.15,18,0,TCP,27,1,0.086,Asia,0.42,0
D4677,Smart Plug,v3.0,Ethernet,9312,447,4835.77,0,0,TCP,10,0,0.114,Africa,0.6,0
D4678,Smart Plug,v3.0,Ethernet,38064,874,3743.56,10,1,TCP,23,1,0.032,Africa,2.86,0
D4679,Router,v2.0,Ethernet,13950,1375,38.06,13,0,TCP,24,1,0.376,Africa,3.07,0
D4680,Router,v2.1,5G,39867,811,682.16,12,0,HTTP,7,1,0.953,Europe,4.92,0
D4681,Router,v2.1,WiFi,7422,1022,390.61,11,0,MQTT,8,1,0.899,North America,4.29,0
D4682,Sensor,v2.0,Ethernet,36011,1120,515.06,5,0,UDP,3,1,0.332,Asia,4.22,0
D4683,Sensor,v2.1,5G,46680,158,1921.34,3,0,TCP,19,1,0.795,North America,1.43,0
D4684,Router,v2.0,5G,30487,1083,1699.08,8,0,UDP,4,1,0.825,North America,2.06,0
D4685,Camera,v1.0,Ethernet,5778,268,577.29,6,0,HTTP,6,1,0.152,Africa,0.51,0
D4686,Smart Plug,v3.0,5G,1482,897,4412.35,6,0,HTTP,8,0,0.229,North America,2.91,1
D4687,Smart Plug,v3.0,Ethernet,21880,93,3080.98,12,0,MQTT,3,1,0.69,South America,0.35,0
D4688,Sensor,v2.1,5G,27606,329,3984.35,1,0,HTTP,22,1,0.264,North America,2.23,0
D4689,Smart Plug,v1.1,WiFi,42396,86,1864.03,1,0,MQTT,11,1,0.938,North America,2.83,0
D4690,Camera,v3.0,5G,31948,672,2057.08,14,0,UDP,11,1,0.231,Africa,1.14,0
D4691,Smart Plug,v2.0,Ethernet,39982,102,1594.93,15,1,HTTP,5,0,0.799,North America,3.88,0
D4692,Sensor,v1.1,WiFi,42302,236,2197.75,1,0,MQTT,12,1,0.758,Europe,3.37,0
D4693,Sensor,v1.1,Ethernet,1805,823,3055.78,19,0,UDP,8,0,0.504,Asia,0.74,0
D4694,Camera,v3.0,5G,6097,477,2469.99,4,0,TCP,24,1,0.263,South America,4.92,0
D4695,Camera,v3.0,WiFi,22547,755,4191.21,1,0,MQTT,8,1,0.034,Asia,2.71,1
D4696,Smart Plug,v3.0,WiFi,40830,678,4501.69,19,0,MQTT,20,1,0.828,Europe,0.13,0
D4697,Smart Plug,v2.0,5G,44259,272,2353.72,6,1,UDP,2,1,0.378,North America,1.75,0
D4698,Sensor,v1.1,WiFi,14635,85,1206.34,4,0,UDP,12,0,0.34,Africa,4.9,0
D4699,Camera,v2.1,WiFi,24580,68,4726.51,10,0,UDP,5,1,0.044,Asia,4.51,0
D4700,Camera,v2.0,WiFi,31151,714,3677.84,7,1,UDP,17,1,0.151,North America,0.76,0
D4701,Camera,v1.0,Ethernet,12229,277,3204.23,16,0,UDP,22,1,0.368,Asia,4.28,0
D4702,Smart Plug,v3.0,Ethernet,30885,983,3729.61,13,0,MQTT,13,1,0.691,North America,3.09,0
D4703,Camera,v1.1,WiFi,29502,970,389.15,4,0,UDP,28,0,0.207,Africa,0.11,0
D4704,Sensor,v2.0,5G,41627,1226,347.46,3,0,TCP,22,0,0.164,Europe,3.79,0
D4705,Sensor,v1.0,5G,2804,735,774.07,2,0,UDP,1,1,0.262,Asia,2.06,1
D4706,Smart Plug,v2.0,Ethernet,27127,730,745.78,6,0,HTTP,5,0,0.283,South America,1.98,0
D4707,Router,v2.0,5G,5825,863,2109.15,10,0,MQTT,19,1,0.41,Europe,1.91,0
D4708,Smart Plug,v2.1,WiFi,25323,380,795.45,0,0,TCP,6,1,0.361,Africa,2.98,0
D4709,Router,v2.1,5G,26869,856,4274.08,17,0,MQTT,7,1,0.074,South America,3.57,0
D4710,Camera,v2.0,Ethernet,27484,639,2894.7,0,0,HTTP,9,1,0.618,North America,3.24,0
D4711,Smart Plug,v1.0,Ethernet,32245,1243,1847.63,15,0,UDP,12,1,0.13,Asia,1.21,0
D4712,Sensor,v1.1,WiFi,32992,154,357.42,12,0,MQTT,26,1,0.868,South America,3.53,0
D4713,Camera,v1.1,Ethernet,42597,1129,2959.23,5,0,MQTT,0,1,0.86,Europe,0.68,1
D4714,Sensor,v3.0,Ethernet,30127,824,591.5,5,0,UDP,4,1,0.072,South America,4.86,1
D4715,Camera,v3.0,Ethernet,12867,1382,3718.67,13,0,MQTT,24,1,0.413,Africa,2.37,0
D4716,Smart Plug,v1.1,5G,21581,833,4015.76,4,0,MQTT,29,1,0.477,South America,0.46,0
D4717,Router,v2.0,Ethernet,37675,1424,2724.44,7,1,MQTT,1,0,0.996,Asia,2.88,0
D4718,Camera,v2.0,5G,18454,64,756.52,17,0,HTTP,3,1,0.251,Asia,2.88,0
D4719,Router,v2.1,Ethernet,48877,172,3936.44,5,0,HTTP,23,1,0.636,North America,0.19,0
D4720,Camera,v2.1,Ethernet,19246,991,1546.06,4,0,HTTP,11,1,0.457,South America,0.05,1
D4721,Sensor,v3.0,5G,22001,1212,1121.04,9,0,TCP,4,1,0.769,South America,4.98,0
D4722,Sensor,v1.1,5G,3201,1151,2358.08,17,0,MQTT,23,1,0.248,Africa,1.95,0
D4723,Camera,v2.0,WiFi,28827,269,4614.0,12,1,UDP,14,1,0.681,Asia,1.23,0
D4724,Router,v1.1,WiFi,34522,913,1493.89,19,0,UDP,9,0,0.13,Europe,2.74,0
D4725,Smart Plug,v1.0,5G,16615,1331,4528.84,5,0,MQTT,25,1,0.015,North America,0.04,0
D4726,Smart Plug,v1.1,Ethernet,24906,653,277.73,3,0,UDP,16,0,0.018,South America,0.06,0
D4727,Sensor,v1.0,WiFi,33262,686,426.78,12,0,TCP,13,0,0.493,North America,0.56,0
D4728,Smart Plug,v2.1,5G,40187,1303,3495.82,17,0,UDP,6,0,0.771,South America,4.01,0
D4729,Sensor,v2.1,5G,3673,1028,961.06,12,0,HTTP,21,1,0.578,South America,1.24,0
D4730,Smart Plug,v3.0,Ethernet,42041,1028,1589.94,12,0,HTTP,1,1,0.036,Africa,2.52,0
D4731,Camera,v1.1,5G,39974,716,690.5,6,0,HTTP,22,0,0.552,South America,1.12,0
D4732,Sensor,v1.1,WiFi,25608,1467,1667.92,4,0,HTTP,2,1,0.113,North America,2.72,0
D4733,Sensor,v1.0,Ethernet,26085,142,1409.5,2,0,UDP,3,1,0.965,North America,2.54,0
D4734,Camera,v2.1,5G,44015,478,3684.32,5,0,MQTT,29,1,0.353,Africa,2.0,0
D4735,Sensor,v1.0,5G,5160,1236,3513.1,7,0,TCP,15,0,0.503,Africa,2.17,0
D4736,Smart Plug,v2.1,Ethernet,49194,702,4775.09,11,0,TCP,15,0,0.339,North America,3.27,0
D4737,Smart Plug,v1.0,Ethernet,45710,854,3624.86,1,0,UDP,26,0,0.467,North America,4.21,0
D4738,Sensor,v2.1,Ethernet,11033,1125,3477.14,10,0,UDP,21,1,0.958,South America,1.6,0
D4739,Smart Plug,v1.0,WiFi,6732,1244,3474.08,19,0,HTTP,2,1,0.261,Asia,2.66,1
D4740,Router,v2.1,WiFi,39623,396,4416.01,2,0,MQTT,16,0,0.718,North America,4.27,0
D4741,Sensor,v1.0,5G,43998,351,1488.22,9,0,HTTP,25,1,0.755,Europe,0.84,0
D4742,Camera,v1.1,5G,23073,1199,1507.46,7,0,MQTT,16,1,0.191,Asia,4.9,0
D4743,Router,v3.0,Ethernet,5689,1178,3708.66,7,0,HTTP,21,1,0.729,Europe,3.75,0
D4744,Sensor,v1.0,5G,11712,1136,1151.24,13,0,TCP,19,1,0.648,Asia,1.83,0
D4745,Camera,v3.0,5G,47711,224,4560.98,3,0,MQTT,6,1,0.291,North America,1.88,0
D4746,Smart Plug,v1.1,Ethernet,18988,1489,2678.56,14,0,TCP,24,1,0.523,Africa,1.03,1
D4747,Camera,v1.1,WiFi,19517,383,1507.62,9,0,HTTP,29,1,0.59,Africa,1.34,0
D4748,Router,v2.1,WiFi,12115,987,3882.74,17,1,TCP,7,0,0.837,North America,2.94,0
D4749,Smart Plug,v3.0,WiFi,45540,427,1568.48,14,0,UDP,18,0,0.125,Asia,0.02,0
D4750,Sensor,v2.0,5G,35844,538,4816.76,18,0,TCP,6,1,0.972,North America,0.12,0
D4751,Smart Plug,v2.1,Ethernet,17955,1086,4915.12,2,0,TCP,0,1,0.769,Asia,4.93,0
D4752,Sensor,v3.0,WiFi,11991,829,3337.31,1,0,HTTP,15,1,0.535,North America,1.18,0
D4753,Sensor,v1.0,5G,27862,665,577.03,12,0,TCP,17,1,0.776,Europe,4.15,0
D4754,Camera,v1.0,Ethernet,6695,375,1323.41,12,0,TCP,24,0,0.733,North America,3.06,0
D4755,Camera,v1.1,WiFi,46272,652,2581.93,8,0,UDP,25,1,0.46,Asia,2.23,0
D4756,Camera,v2.0,WiFi,28657,1307,4258.72,2,0,MQTT,7,1,0.336,South America,3.66,0
D4757,Router,v1.0,Ethernet,45693,406,932.58,1,0,MQTT,6,1,0.989,Africa,0.25,0
